"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kdm5a.1",5.87134392874613e-05,-0.247710811192466,0.495,0.599,1,"B","Kdm5a"
"Tmem131l.1",5.8734792500901e-05,-0.267095489059031,0.32,0.421,1,"B","Tmem131l"
"Rgs18.1",5.90187185632269e-05,-1.08551557572417,0.049,0.097,1,"B","Rgs18"
"Rcor3.1",5.9461190373333e-05,-0.414679862490752,0.141,0.215,1,"B","Rcor3"
"Klhl41",5.94887521159694e-05,3.55748283124502,0.01,0,1,"B","Klhl41"
"Gal3st4",5.94887521159694e-05,3.64022073460468,0.01,0,1,"B","Gal3st4"
"Sun1",5.95617110315771e-05,-0.493090988294772,0.136,0.211,1,"B","Sun1"
"Gin1.1",5.95915690955553e-05,-0.462405040932393,0.115,0.184,1,"B","Gin1"
"Cdc25c.1",5.97951146843751e-05,-3.08507263204977,0,0.022,1,"B","Cdc25c"
"Cic",5.98732831358686e-05,-0.286749050128586,0.459,0.559,1,"B","Cic"
"Yeats4.1",5.99959519710027e-05,-0.219251976757158,0.624,0.714,1,"B","Yeats4"
"Cep78.1",6.00515845653628e-05,-0.583965250400357,0.055,0.108,1,"B","Cep78"
"Hcls1.1",6.00531997077299e-05,0.163446814687024,0.924,0.922,1,"B","Hcls1"
"Gm5134",6.00730352916931e-05,3.35248290274511,0.01,0,1,"B","Gm5134"
"Ifi211.1",6.03431460055495e-05,-0.638894391262873,0.32,0.391,1,"B","Ifi211"
"Rbm18.1",6.0652907002753e-05,-0.340828675146837,0.244,0.34,1,"B","Rbm18"
"Cep295",6.06677508442839e-05,-0.407573125409544,0.161,0.242,1,"B","Cep295"
"Abcb1b",6.0722839939658e-05,0.970010615972921,0.18,0.128,1,"B","Abcb1b"
"Cdca7l",6.10182116208981e-05,-0.593956499387884,0.098,0.163,1,"B","Cdca7l"
"R3hcc1.1",6.12529372625223e-05,-0.651799379519654,0.074,0.131,1,"B","R3hcc1"
"Emc1",6.1674390222048e-05,-0.249798403690614,0.345,0.455,1,"B","Emc1"
"Gm47815",6.1778111407122e-05,-2.13210303006267,0.004,0.031,1,"B","Gm47815"
"Kdsr.1",6.19338124254908e-05,-0.446372373954517,0.194,0.271,1,"B","Kdsr"
"Slc35b4",6.21172040133143e-05,-0.335344553504609,0.202,0.29,1,"B","Slc35b4"
"Spg21.1",6.22606758500421e-05,-0.17682784915897,0.777,0.841,1,"B","Spg21"
"Rragc.1",6.27884457109256e-05,-0.217924479471992,0.796,0.857,1,"B","Rragc"
"Tfdp1",6.28888440479603e-05,-0.385910010133295,0.266,0.352,1,"B","Tfdp1"
"Snx30.1",6.29260341119251e-05,-0.152060392724885,0.423,0.531,1,"B","Snx30"
"Endov.1",6.31927348909834e-05,-0.638202347647815,0.074,0.131,1,"B","Endov"
"Ldha.1",6.33321135025545e-05,-0.176914684349122,0.922,0.951,1,"B","Ldha"
"Cenpe",6.44721526565612e-05,-1.57870189297424,0.061,0.111,1,"B","Cenpe"
"Ctps2.1",6.48062538051542e-05,-0.3955432652452,0.275,0.365,1,"B","Ctps2"
"Plpp3.1",6.4999682580876e-05,-0.958515647915537,0.029,0.07,1,"B","Plpp3"
"Bcl7b",6.54835763882059e-05,-0.226882231974949,0.397,0.502,1,"B","Bcl7b"
"Lcp2.1",6.56170282521164e-05,-0.246070668875561,0.766,0.827,1,"B","Lcp2"
"Mapk3.1",6.56379286938112e-05,0.259582555682606,0.825,0.802,1,"B","Mapk3"
"Gm30918.1",6.60967229944818e-05,1.84946025924586,0.025,0.007,1,"B","Gm30918"
"P2ry1",6.61092118345048e-05,-2.06732116807228,0.006,0.033,1,"B","P2ry1"
"Mtus2",6.61725661843174e-05,1.04041979039626,0.096,0.054,1,"B","Mtus2"
"Foxk1",6.64757886548229e-05,-0.388622935276883,0.173,0.253,1,"B","Foxk1"
"Plxna4os1.1",6.65205578592933e-05,0.430165584637737,0.416,0.351,1,"B","Plxna4os1"
"Steap3",6.65488677514847e-05,-0.563689163248795,0.072,0.129,1,"B","Steap3"
"Ndel1.1",6.6617079608039e-05,0.417709748703931,0.688,0.677,1,"B","Ndel1"
"Ctdnep1.1",6.7073867888197e-05,-0.17345563458727,0.669,0.778,1,"B","Ctdnep1"
"Dcaf15.1",6.7286707545851e-05,-0.364568732325983,0.155,0.233,1,"B","Dcaf15"
"Ak3.1",6.7658670313108e-05,-0.247761899848419,0.225,0.315,1,"B","Ak3"
"Zfp729b",6.82066037049628e-05,-0.5135507514344,0.105,0.171,1,"B","Zfp729b"
"Aup1",6.8215618999436e-05,-0.164230698641455,0.804,0.859,1,"B","Aup1"
"Lamc1.1",6.83218450679375e-05,-0.712931783535911,0.055,0.107,1,"B","Lamc1"
"Tcp11l1.1",6.83250613681545e-05,-0.454761821208734,0.173,0.252,1,"B","Tcp11l1"
"Ppib.1",6.84763015862458e-05,0.156253679937835,0.968,0.965,1,"B","Ppib"
"Pank2",6.85844291565946e-05,-0.200248607991772,0.323,0.425,1,"B","Pank2"
"Grap.1",6.88632878798263e-05,-0.712161303548423,0.112,0.175,1,"B","Grap"
"Sepsecs",6.90146267416106e-05,-0.787172611058743,0.057,0.109,1,"B","Sepsecs"
"Nt5dc1.1",6.9199600798116e-05,-0.370306742648071,0.128,0.196,1,"B","Nt5dc1"
"Poldip3",6.97781180365706e-05,-0.221719027974171,0.449,0.565,1,"B","Poldip3"
"Zfp668",7.05422959587275e-05,-0.573764673954832,0.064,0.118,1,"B","Zfp668"
"Tgif1.1",7.07121512847384e-05,0.246929621822815,0.774,0.746,1,"B","Tgif1"
"Pgk1.1",7.07127007363619e-05,-0.208459873953257,0.788,0.844,1,"B","Pgk1"
"Taok1",7.1384786284785e-05,-0.194383463862658,0.601,0.7,1,"B","Taok1"
"Fastk",7.20286131228635e-05,-0.451267100095341,0.255,0.341,1,"B","Fastk"
"Hist1h2ab.1",7.21628004276636e-05,-3.33986591177771,0,0.022,1,"B","Hist1h2ab"
"Cmtm3.1",7.22614705009389e-05,0.268452689287441,0.699,0.664,1,"B","Cmtm3"
"Rps6ka1",7.23197002773169e-05,0.325405320729951,0.7,0.666,1,"B","Rps6ka1"
"Smim12.1",7.24133269692522e-05,-0.236086887631609,0.42,0.531,1,"B","Smim12"
"Gm12589.1",7.26335404233519e-05,-2.14511384688314,0.004,0.03,1,"B","Gm12589"
"Zfp90.1",7.29190885707779e-05,-0.290109211099588,0.311,0.404,1,"B","Zfp90"
"Lrrfip2.1",7.30137781063348e-05,-0.320396481103005,0.372,0.476,1,"B","Lrrfip2"
"Fam91a1",7.32519195147664e-05,-0.242848088336639,0.458,0.562,1,"B","Fam91a1"
"Dtd1.1",7.43994881767815e-05,-0.316175322233073,0.135,0.207,1,"B","Dtd1"
"Coro1a.1",7.44522287251231e-05,0.103689607368759,0.96,0.946,1,"B","Coro1a"
"Tacc3.1",7.46120852366449e-05,-0.9544541782361,0.111,0.172,1,"B","Tacc3"
"Armc1.1",7.49995487455938e-05,-0.218060181126707,0.383,0.489,1,"B","Armc1"
"Trrap",7.55534414119021e-05,-0.323122936578841,0.341,0.43,1,"B","Trrap"
"Hmbox1",7.6120654014152e-05,-0.319194632933977,0.327,0.426,1,"B","Hmbox1"
"Sptlc1",7.65188149759203e-05,-0.277581145924022,0.302,0.402,1,"B","Sptlc1"
"Strip2.1",7.67646571601147e-05,-2.28672567790967,0.007,0.035,1,"B","Strip2"
"Lrrk1.1",7.68156240765351e-05,0.301874366628121,0.574,0.518,1,"B","Lrrk1"
"Ssc4d",7.68806205362727e-05,-1.06185505317538,0.011,0.043,1,"B","Ssc4d"
"Zyg11b.1",7.72712017462964e-05,-0.286359126548415,0.295,0.387,1,"B","Zyg11b"
"Rabgap1",7.86957278941744e-05,-0.294436695169502,0.261,0.357,1,"B","Rabgap1"
"Chmp6.1",7.87531988508522e-05,-0.335932322868066,0.365,0.455,1,"B","Chmp6"
"Derl1.1",7.91988980080227e-05,-0.215046183207601,0.75,0.805,1,"B","Derl1"
"Soat2.1",7.932583183262e-05,-1.96430697523036,0.01,0.04,1,"B","Soat2"
"Nck2",7.94069362829541e-05,-1.34395704223148,0.021,0.057,1,"B","Nck2"
"Dera.1",7.97063899136964e-05,-0.40137552160788,0.379,0.468,1,"B","Dera"
"Mrm2",7.99316572455703e-05,-0.721102001694221,0.069,0.123,1,"B","Mrm2"
"Utp14a.1",8.03304349137713e-05,-0.299926172735297,0.415,0.514,1,"B","Utp14a"
"Trappc11",8.03703814403243e-05,-0.371873639571348,0.214,0.302,1,"B","Trappc11"
"Egln2",8.04125547577685e-05,-0.25326776318439,0.479,0.587,1,"B","Egln2"
"Zbtb11os1.1",8.0810523040403e-05,-0.29333555118707,0.089,0.149,1,"B","Zbtb11os1"
"Timm29",8.19737723676098e-05,-0.371090557833491,0.15,0.224,1,"B","Timm29"
"Atp6v0a1.1",8.23257145778796e-05,-0.251618450488719,0.473,0.584,1,"B","Atp6v0a1"
"Ebpl",8.24383208225291e-05,0.540148299278015,0.411,0.363,1,"B","Ebpl"
"Polg",8.26395719784468e-05,-0.287068240865112,0.288,0.384,1,"B","Polg"
"Ostf1",8.26576526918787e-05,-0.122138369868146,0.942,0.966,1,"B","Ostf1"
"Tapt1",8.30211452888353e-05,-0.490590216038694,0.115,0.181,1,"B","Tapt1"
"Rab3a",8.33572534366308e-05,-0.511173674261956,0.098,0.162,1,"B","Rab3a"
"Apobr.1",8.39431388411351e-05,-0.300442322814963,0.272,0.367,1,"B","Apobr"
"Sirt1",8.4077917346297e-05,-0.587242687733926,0.097,0.158,1,"B","Sirt1"
"Ptbp3.1",8.41134524607878e-05,-0.152781960910213,0.896,0.941,1,"B","Ptbp3"
"Bloc1s3",8.4621682053902e-05,-0.458494065741764,0.139,0.214,1,"B","Bloc1s3"
"Fam122b",8.55316087470625e-05,-0.961800720655011,0.042,0.087,1,"B","Fam122b"
"Dgkd.1",8.58077056696686e-05,0.479390895303664,0.452,0.39,1,"B","Dgkd"
"1600020E01Rik.1",8.58731705971702e-05,-0.515087959926651,0.122,0.189,1,"B","1600020E01Rik"
"Acer3.1",8.5938671100525e-05,-0.25233061879437,0.599,0.695,1,"B","Acer3"
"Wdr92",8.65062782412182e-05,-0.522892511719652,0.089,0.149,1,"B","Wdr92"
"Fbxw2.1",8.70939973551542e-05,-0.188669808798448,0.501,0.61,1,"B","Fbxw2"
"Slc7a8.1",8.71833931651456e-05,-0.320130887247235,0.613,0.681,1,"B","Slc7a8"
"Suv39h1",8.7283065173258e-05,-0.504548337911615,0.089,0.148,1,"B","Suv39h1"
"Xylt2.1",8.73416908381354e-05,-0.222122822804038,0.266,0.361,1,"B","Xylt2"
"Hist1h2bj",8.73691400955124e-05,-1.7816818195113,0.01,0.04,1,"B","Hist1h2bj"
"Gfm1",8.74794212390385e-05,-0.462310160848064,0.146,0.222,1,"B","Gfm1"
"Atp5o.1",8.78982876965422e-05,-0.160951971917837,0.895,0.926,1,"B","Atp5o.1"
"Ssr3",8.81671635119629e-05,-0.202604252655429,0.755,0.834,1,"B","Ssr3"
"Rab24.1",8.83225902577555e-05,-0.182732012733133,0.577,0.674,1,"B","Rab24"
"Arfgap2.1",8.84305187233516e-05,-0.240713110955547,0.445,0.556,1,"B","Arfgap2"
"Tcf25.1",8.85718953657223e-05,-0.149007727020206,0.85,0.903,1,"B","Tcf25"
"Cyb5r4",8.89908058812222e-05,-0.188897131434056,0.535,0.645,1,"B","Cyb5r4"
"Uchl5",8.90293583423259e-05,-0.282734410223431,0.409,0.509,1,"B","Uchl5"
"Spen.1",8.91484988338216e-05,-0.230046247210134,0.452,0.551,1,"B","Spen"
"Rpl15.1",8.95210015174745e-05,-0.106289666008499,0.992,0.996,1,"B","Rpl15"
"Cnrip1",8.95446511834407e-05,-1.2557307700791,0.028,0.067,1,"B","Cnrip1"
"Prkx",9.010716337551e-05,-0.416434193870156,0.232,0.315,1,"B","Prkx"
"Bcap31.1",9.08910452961197e-05,0.206952488567571,0.799,0.806,1,"B","Bcap31"
"Ephx1.1",9.10031010677593e-05,-0.818348125133791,0.108,0.17,1,"B","Ephx1"
"Them6.1",9.13473068087738e-05,-0.721650366158893,0.078,0.134,1,"B","Them6"
"Abl2",9.14779481631223e-05,-0.36157959245324,0.305,0.396,1,"B","Abl2"
"Ccny",9.18206462671531e-05,-0.288806600355981,0.348,0.445,1,"B","Ccny"
"Foxred2.1",9.30375463146376e-05,-1.14270576758249,0.022,0.059,1,"B","Foxred2"
"Tbc1d23",9.41377860098321e-05,-0.246669519960611,0.405,0.511,1,"B","Tbc1d23"
"Bmx.1",9.48802103334084e-05,-2.53949732155302,0.001,0.024,1,"B","Bmx"
"Txndc5.1",9.52444447315063e-05,-0.254767851812123,0.47,0.573,1,"B","Txndc5"
"Fgg",9.56792253281581e-05,-1.54750245545481,0.012,0.044,1,"B","Fgg"
"Tgm1",9.59258169187087e-05,-0.620229340394576,0.089,0.149,1,"B","Tgm1"
"Pttg1.1",9.69404977243585e-05,-0.35492223445425,0.394,0.487,1,"B","Pttg1"
"Anp32b",9.72060590512985e-05,-0.205332729940983,0.915,0.945,1,"B","Anp32b"
"Znrf1.1",9.74862391122978e-05,-0.330832498581901,0.323,0.419,1,"B","Znrf1"
"Sgcb",9.76383768394729e-05,-0.595197351749869,0.107,0.169,1,"B","Sgcb"
"Prrc1.1",9.83593787384479e-05,-0.323772298714094,0.239,0.325,1,"B","Prrc1"
"Cdipt",9.86430339290523e-05,-0.233201355377029,0.517,0.621,1,"B","Cdipt"
"Mtmr1",9.90758738456966e-05,-0.462684472576611,0.148,0.221,1,"B","Mtmr1"
"Slc25a44",9.95655985592361e-05,-0.40883268176384,0.187,0.267,1,"B","Slc25a44"
"Nol6",9.98431411418217e-05,-0.489701172677556,0.166,0.241,1,"B","Nol6"
"Cep19.1",0.000100038999787287,-0.979033833227493,0.042,0.086,1,"B","Cep19"
"Zfp386.1",0.000100120838048232,-0.464872737777159,0.173,0.25,1,"B","Zfp386"
"G6pdx.1",0.000100624585960657,-0.387521025837703,0.433,0.522,1,"B","G6pdx"
"Etv3",0.000101198925909263,0.346399920382132,0.569,0.512,1,"B","Etv3"
"1110065P20Rik.1",0.000101351019931665,-0.414733100771055,0.226,0.315,1,"B","1110065P20Rik"
"Zfp131",0.000101837561348483,-0.285234557655894,0.272,0.362,1,"B","Zfp131"
"Car13",0.000101925576247293,-1.06773377575343,0.028,0.067,1,"B","Car13"
"Arih2",0.000102072212062586,-0.229976576058504,0.361,0.464,1,"B","Arih2"
"Mapk9",0.000102197515930372,-0.280114056408918,0.277,0.38,1,"B","Mapk9"
"Atg7.1",0.000102767327411848,-0.249865652833636,0.344,0.449,1,"B","Atg7"
"Nmnat3.1",0.000103422023492633,-0.662270646883435,0.069,0.123,1,"B","Nmnat3"
"Lonrf3",0.000103479290625447,-1.47745376230521,0.017,0.05,1,"B","Lonrf3"
"Mrps25.1",0.000103835110007962,0.396297010870321,0.502,0.454,1,"B","Mrps25"
"Pdha1.1",0.000103866190841541,-0.181914219171739,0.456,0.56,1,"B","Pdha1"
"Sigirr.1",0.000103925676759762,-1.37794214275847,0.011,0.042,1,"B","Sigirr"
"Echs1.1",0.00010440523308771,-0.210917432655201,0.724,0.793,1,"B","Echs1"
"2010107E04Rik.1",0.000104995267931292,-0.140816309421073,0.935,0.96,1,"B","2010107E04Rik"
"Lypla2",0.000105031399480615,-0.228499432579834,0.442,0.553,1,"B","Lypla2"
"Mcmbp.1",0.000105696397508905,-0.245611039458766,0.513,0.614,1,"B","Mcmbp"
"1810044D09Rik.1",0.000105809060086107,-0.789345522093386,0.055,0.105,1,"B","1810044D09Rik"
"Rab39.1",0.000105940123510084,-0.631824363901679,0.065,0.119,1,"B","Rab39"
"Actr8.1",0.000106385531420109,-0.361435519962921,0.193,0.274,1,"B","Actr8"
"Map1s",0.000106761000893753,-0.308631211574265,0.298,0.392,1,"B","Map1s"
"Pin4.1",0.000107402493154667,-0.243765444969007,0.562,0.664,1,"B","Pin4"
"Zfp944.1",0.000107424979357277,-0.45075286013296,0.122,0.19,1,"B","Zfp944"
"Nfe2.1",0.000107548260084628,-1.87059713723626,0.018,0.052,1,"B","Nfe2"
"Plekhm2.1",0.000108412846392158,-0.165428675209154,0.563,0.657,1,"B","Plekhm2"
"Rnase4.1",0.000108457283173771,0.310252537632901,0.828,0.783,1,"B","Rnase4"
"Il2rg.1",0.000108774959073478,0.33776437325834,0.487,0.43,1,"B","Il2rg"
"Mien1.1",0.000108822291117205,0.205762644836133,0.732,0.703,1,"B","Mien1"
"Kif1a.1",0.000108892889541832,1.43687675131674,0.049,0.021,1,"B","Kif1a"
"Atp6v0d1.1",0.000108905784092097,-0.186246827353281,0.834,0.881,1,"B","Atp6v0d1"
"Tmem164",0.000109467079708756,-0.183914381847536,0.326,0.431,1,"B","Tmem164"
"Mllt6.1",0.00010998410079415,-0.404959185452948,0.273,0.36,1,"B","Mllt6"
"Nek9.1",0.000110428245143173,-0.321001346151132,0.399,0.498,1,"B","Nek9"
"Vac14",0.000110460865730806,-0.242142679826638,0.338,0.442,1,"B","Vac14"
"Nsmce2.1",0.000111406589764898,-0.258333651219179,0.409,0.52,1,"B","Nsmce2"
"Mapkapk2.1",0.00011147562942868,-0.185393215421282,0.759,0.848,1,"B","Mapkapk2"
"Spg20",0.000111815515610187,-0.258430308671205,0.219,0.306,1,"B","Spg20"
"Mpp6",0.000111966175183544,-0.215518752517361,0.498,0.612,1,"B","Mpp6"
"Aldoa.1",0.000112271479562571,-0.139559303756806,0.931,0.952,1,"B","Aldoa"
"Eaf1",0.000112312409083502,-0.265579399826032,0.191,0.275,1,"B","Eaf1"
"Brip1.1",0.000112332593534459,-0.993245358788014,0.029,0.069,1,"B","Brip1"
"Zcchc2.1",0.000112613835879442,-0.400227147269744,0.239,0.326,1,"B","Zcchc2"
"Mxi1.1",0.000112636122016839,-0.217038438263273,0.37,0.477,1,"B","Mxi1"
"Fam111a.1",0.000112828919953136,-0.212849483125063,0.535,0.624,1,"B","Fam111a"
"Parvb.1",0.000113713606609974,-0.292844066339848,0.417,0.517,1,"B","Parvb"
"Cox20.1",0.000113831455298514,0.408877414464349,0.51,0.475,1,"B","Cox20"
"Gm14221.1",0.000113929800332788,-0.888243717533072,0.054,0.102,1,"B","Gm14221"
"Ywhaz.1",0.000113994680582579,-0.136986499921483,0.871,0.904,1,"B","Ywhaz"
"Rab19",0.000114100104975422,-1.03182338835809,0.032,0.073,1,"B","Rab19"
"Ermard",0.000114221760033277,-0.654841035044643,0.123,0.187,1,"B","Ermard"
"Abhd2.1",0.000114779964422423,-0.275900292578793,0.13,0.203,1,"B","Abhd2"
"Bri3bp.1",0.000114985612549465,-0.5159443900252,0.173,0.247,1,"B","Bri3bp"
"Slc3a2.1",0.000115816446987933,0.15858482946419,0.945,0.954,1,"B","Slc3a2"
"Ly6c2.1",0.000116706421745367,-2.98571264021521,0.01,0.039,1,"B","Ly6c2"
"Zfp445",0.000116955505979083,-0.336717469974114,0.343,0.436,1,"B","Zfp445"
"Rnf44",0.000117183317556923,-0.325032267125205,0.326,0.432,1,"B","Rnf44"
"Commd3.1",0.000117442373207346,-0.181280610918212,0.678,0.753,1,"B","Commd3"
"Larp1.1",0.000117555722355856,-0.223778245469951,0.574,0.681,1,"B","Larp1"
"AI606181",0.000117750976424383,-0.261938236979259,0.075,0.13,1,"B","AI606181"
"Zfp709",0.000118052558069683,-0.812105480345202,0.055,0.105,1,"B","Zfp709"
"Bub1.1",0.000118824217919634,-1.69964503834972,0.018,0.052,1,"B","Bub1"
"Bmpr1a.1",0.000118925243867449,-1.7362776369962,0.006,0.032,1,"B","Bmpr1a"
"Mrpl55.1",0.000119140559830873,-0.262947228596081,0.372,0.478,1,"B","Mrpl55"
"Smc4.1",0.000119545263683158,-0.522406713346318,0.417,0.491,1,"B","Smc4"
"Slc38a2.1",0.000120348325698212,0.294877926004564,0.702,0.696,1,"B","Slc38a2"
"Mmp13.1",0.00012042601838897,1.02201346540632,0.146,0.098,1,"B","Mmp13"
"Mnd1",0.000120580348785203,-1.81601190877629,0.007,0.034,1,"B","Mnd1"
"Azi2.1",0.000121702061290784,-0.140186207907818,0.444,0.556,1,"B","Azi2"
"Smad3.1",0.000121736537148366,0.814502630018197,0.186,0.133,1,"B","Smad3"
"Rom1.1",0.000122274331973606,-1.07492399711014,0.032,0.072,1,"B","Rom1"
"Zmpste24.1",0.000122824678465699,-0.214312376764257,0.326,0.426,1,"B","Zmpste24"
"Abcc4",0.000122834182267774,-0.541450074526159,0.08,0.137,1,"B","Abcc4"
"C1rl.1",0.000123089238218062,-0.46077990430399,0.14,0.212,1,"B","C1rl"
"Pou2f1.1",0.000123106055650829,-0.358363467153493,0.218,0.302,1,"B","Pou2f1"
"Rbp4.1",0.000123306845497507,-2.02175164238643,0.011,0.041,1,"B","Rbp4"
"Rps7.1",0.000123821181750696,-0.113694524324097,0.993,0.998,1,"B","Rps7"
"Gm10076.1",0.000124041108986083,-0.117499567751349,0.954,0.971,1,"B","Gm10076"
"2610044O15Rik8.1",0.000124278523270485,-0.658548798266868,0.074,0.129,1,"B","2610044O15Rik8"
"Ppp1cc.1",0.000125344629920474,-0.171240798028802,0.764,0.841,1,"B","Ppp1cc"
"Tmem192",0.000125954479509506,-0.260550102820383,0.49,0.591,1,"B","Tmem192"
"Calml4.1",0.000126659728695151,-1.09499317305156,0.054,0.101,1,"B","Calml4"
"Paxip1",0.000126788835988478,-0.393448152496707,0.151,0.221,1,"B","Paxip1"
"Smim13",0.000126796930578176,-0.227184348190611,0.305,0.398,1,"B","Smim13"
"Cd28.1",0.000127034580405143,-2.30487811971439,0.004,0.029,1,"B","Cd28"
"Syt11.1",0.000127046968105043,0.644002025251758,0.198,0.143,1,"B","Syt11"
"Gtf3a.1",0.000128055687903117,-0.237063085901261,0.492,0.589,1,"B","Gtf3a"
"Nr4a2",0.000128548214860414,0.315118312776897,0.455,0.372,1,"B","Nr4a2"
"Pex7.1",0.000128974225577006,-0.243142425118513,0.376,0.472,1,"B","Pex7"
"Atp23.1",0.000129529571833883,-0.557881498382273,0.098,0.159,1,"B","Atp23"
"Gmps.1",0.000129902305797614,-0.32650747729101,0.397,0.497,1,"B","Gmps"
"1700123O20Rik.1",0.000132346376778525,-0.224560112528815,0.39,0.496,1,"B","1700123O20Rik"
"Rnf181",0.000132434941751278,-0.321781839241784,0.298,0.393,1,"B","Rnf181"
"Tfdp2.1",0.000132517415296758,-0.469918166757867,0.128,0.194,1,"B","Tfdp2"
"Gnai3",0.00013255671910009,-0.207336002565969,0.494,0.591,1,"B","Gnai3"
"Hist1h1a.1",0.000133305018436392,-3.21008059262631,0.001,0.023,1,"B","Hist1h1a"
"Gch1.1",0.0001335915147138,-0.621315628156786,0.205,0.277,1,"B","Gch1"
"Pdpr",0.000134446152604505,-0.640531883567095,0.058,0.108,1,"B","Pdpr"
"A330009N23Rik",0.000134591598972532,1.96738570839422,0.018,0.004,1,"B","A330009N23Rik"
"Ppp1r9a",0.000134855917213643,-0.537970902060067,0.079,0.134,1,"B","Ppp1r9a"
"Syn1.1",0.000134953581563666,-1.82216840017775,0.01,0.038,1,"B","Syn1"
"Edf1.1",0.00013513175311744,0.159360754596298,0.908,0.902,1,"B","Edf1"
"Xpnpep1.1",0.000135606114839508,-0.294917550949762,0.331,0.425,1,"B","Xpnpep1"
"Nras",0.000135608140302518,-0.211957173675726,0.63,0.715,1,"B","Nras"
"Sumo2.1",0.000136035832745408,0.112212897473484,0.958,0.957,1,"B","Sumo2"
"Tpmt.1",0.000138289413497303,-0.501925683810798,0.062,0.114,1,"B","Tpmt"
"Tpp2",0.00013894618368866,-0.188714765971249,0.628,0.715,1,"B","Tpp2"
"Ppih",0.000139054707572654,-0.272266859579494,0.219,0.302,1,"B","Ppih"
"Kat14.1",0.000139466745645292,-0.333342444053121,0.24,0.323,1,"B","Kat14"
"Mycbp",0.000139621925167232,-0.39597871522339,0.161,0.235,1,"B","Mycbp"
"Klhdc3",0.000140196123529973,-0.35584539644921,0.338,0.419,1,"B","Klhdc3"
"N6amt1.1",0.000140619756171554,-0.256945243603653,0.198,0.281,1,"B","N6amt1"
"Tmem219",0.000140968336291779,-0.213362115346076,0.666,0.772,1,"B","Tmem219"
"Ptpn7.1",0.000142330880206306,0.50380113236697,0.376,0.321,1,"B","Ptpn7"
"1110038F14Rik",0.000142550171333248,-0.221094109639682,0.361,0.457,1,"B","1110038F14Rik"
"Rnf180",0.000144070720885865,0.557901852959263,0.302,0.249,1,"B","Rnf180"
"Spcs3.1",0.000144424348783656,0.319285636895232,0.563,0.538,1,"B","Spcs3"
"Ksr2.1",0.000145517290885172,-1.57175522734532,0.022,0.057,1,"B","Ksr2"
"Memo1.1",0.000146050521242522,-0.437126827005417,0.201,0.278,1,"B","Memo1"
"H2-Q4.1",0.000146051393131012,0.330484289779948,0.537,0.487,1,"B","H2-Q4"
"Dedd2.1",0.000146526270329901,-0.408886677983331,0.135,0.206,1,"B","Dedd2"
"Ankrd28.1",0.00014733793007799,-1.10746172696804,0.024,0.06,1,"B","Ankrd28"
"Ado.1",0.000148326846858845,-0.312777813937472,0.377,0.475,1,"B","Ado"
"Tbck",0.000148695777507719,-0.266267635390526,0.223,0.31,1,"B","Tbck"
"Lsm4.1",0.00014985817314012,-0.203586296025625,0.771,0.817,1,"B","Lsm4"
"Stk38l",0.00015034447014359,0.714536488715327,0.162,0.112,1,"B","Stk38l"
"Marc2.1",0.000150679555703507,-0.170045893696915,0.73,0.811,1,"B","Marc2"
"A930007I19Rik.1",0.000151660083610563,-0.378241928448553,0.265,0.35,1,"B","A930007I19Rik"
"Zdhhc20",0.00015252586069481,-0.212215437771499,0.544,0.632,1,"B","Zdhhc20"
"Inpp5d.1",0.000153630753967698,0.186893403653295,0.943,0.936,1,"B","Inpp5d"
"Rdx",0.000153792009459428,-0.179052848829242,0.659,0.731,1,"B","Rdx"
"Irf2bp2.1",0.000153950683628969,0.164319957769673,0.961,0.957,1,"B","Irf2bp2"
"Rhno1",0.000154497617643052,-0.226567288544259,0.128,0.198,1,"B","Rhno1"
"Srsf7.1",0.000154589899947618,0.233204277509914,0.684,0.644,1,"B","Srsf7"
"Sh3tc1",0.000154774183266256,-0.315886999300206,0.244,0.326,1,"B","Sh3tc1"
"Ift74.1",0.000155031181814834,-0.584459516807637,0.121,0.185,1,"B","Ift74"
"Gatd1.1",0.000155608998990295,-0.227065462937303,0.42,0.525,1,"B","Gatd1"
"Mrpl3",0.000155970454614044,-0.197853219058821,0.415,0.518,1,"B","Mrpl3"
"Dppa3.1",0.000156051486067389,0.604800247233855,0.146,0.096,1,"B","Dppa3"
"Lefty1",0.000158513548002088,0.985644973292513,0.072,0.038,1,"B","Lefty1"
"Nphp1.1",0.000158570119223073,-1.14890128457737,0.031,0.069,1,"B","Nphp1"
"Cenpp",0.000158631044714648,-0.933968203621773,0.024,0.06,1,"B","Cenpp"
"Gpat3",0.000159844928670227,-2.53521961730648,0.003,0.025,1,"B","Gpat3"
"Tsr2",0.000159963680705439,-0.470931705883351,0.08,0.136,1,"B","Tsr2"
"Def8.1",0.000161108345235977,-0.580567435697035,0.147,0.216,1,"B","Def8"
"Dyrk4.1",0.000161275506610542,2.34829051983995,0.021,0.005,1,"B","Dyrk4"
"Ttc3.1",0.000161419876159561,0.519907142890786,0.327,0.268,1,"B","Ttc3"
"Rfc4",0.000161481845488522,-0.675344472444052,0.125,0.187,1,"B","Rfc4"
"Hhex.1",0.000161560980488908,-0.31184450348769,0.508,0.598,1,"B","Hhex"
"Tnpo2",0.000161682519985686,-0.288794670178103,0.236,0.324,1,"B","Tnpo2"
